Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Family_label	Cluster_id
3J79_B:32-36_41-45	-0.001687	-0.010732	2.713381	0.712723	0.240769	-0.001569	-0.021876	3.76566	-0.001269	1.029522	0.664628	-0.002242	-0.018349	-0.001169	0.60645	1.28145	-0.014413	-0.002131	-0.010627	2.049998	-0.015596	-0.00069	-0.017583	-0.003726	0.596793	0.031117	-0.01398	-0.01873	1.168324	-0.009505	-0.016725	-0.011232	-0.010238	2.099191	1.521734	-0.007362	-0.000948	-0.011454	0.486119	0.20793	-0.003117	2.676038	2.889413	-0.011137	-0.007519	2.477008	1.732535	-0.013716	1.098738	1.331467	-0.031542	-0.012952	-0.012413	0.294125	0.635047	-0.0051	0.201021	-0.005518	1.377005	0.495031	-0.013438	2.694123	-0.020308	1.98487	1.517412	-0.002426	-0.006463	-0.017584	1.453002	-0.013689	-0.00609	1.329264	-0.006927	0.319502	-0.001412	-0.000437	2.075593	0.909083	0.496262	1.817063	1.741437	-0.003784	-0.003425	-0.021036	2.038713	-0.005454	-0.007957	-0.007286	-0.007467	-0.003326	-0.019186	3.077142	-0.000204	0.927741	-0.012498	-0.011211	-0.00429	0.476407	2.398593	0.483826	1.254513	-0.000809	-0.016807	-0.002995	1.082832	1.146524	2.589849	-0.015814	0.697638	-0.00212	-0.020111	-0.017396	-0.003758	1.446946	0.887893	-0.007263	2.626718	0.035318	0.820568	-0.018558	-0.002744	-0.001559	1.925606	0.039581	0.605304	-0.007669	-0.000985	0.055752	IL	136
3J7P_S2:1720-1722_1812-1813	-0.002628	-0.014865	4.205179	2.89553	1.004606	0.602238	-0.013874	3.568651	-0.000884	-0.002137	-0.000408	-0.00133	-0.028203	0.651577	-0.007903	1.22884	-0.008947	-0.010287	-0.00842	3.26982	-0.031476	-0.010917	-0.023264	0.567516	1.092489	-0.001608	-0.008033	-0.001516	3.23714	-0.013857	-0.011191	-0.017745	-0.017557	2.979587	0.657044	0.212121	-0.010102	-0.00759	1.141044	0.025855	-0.006265	2.310537	3.686112	-0.020053	-0.004438	3.544911	-0.00833	-0.017971	2.39071	3.631902	-0.020354	-0.010559	-0.019527	1.458937	1.062685	1.019544	-0.015668	-0.002342	1.309603	2.456205	-0.00623	4.037251	-0.009804	2.916505	1.268224	2.628681	0.325415	-0.027787	3.001473	-0.030538	0.306125	0.138718	-0.008417	-0.006156	-0.008266	-0.002675	1.948499	0.655007	-0.023415	2.682956	2.412469	-0.011292	-0.0049	-0.019418	2.335508	0.737912	-0.007229	-0.014419	-0.013417	-0.004841	-0.019655	1.412512	-0.014874	0.614206	-0.023325	-0.014699	-0.01214	-0.00225	2.26637	3.5122	1.484485	-0.007109	-0.027781	-0.007417	-0.007975	-0.003009	2.571443	-0.022357	1.493671	0.492508	-0.016961	-0.015611	-0.00815	2.187994	3.832111	-0.008566	2.978957	-0.004359	1.120557	-0.010073	-0.005301	-0.012112	0.247379	-0.013346	3.346583	-0.006137	-0.003089	0.230975	IL	311
6DZP_B:72-80_95-103	-0.007951	4.794712	-0.04384	-0.000653	-0.023848	-0.004018	1.496564	-0.006775	0.832769	2.52514	-0.016724	-0.01312	0.03236	-0.010968	4.71233	-0.013358	-0.009655	1.295502	0.677023	-0.038211	4.848394	2.805805	0.208533	-0.060203	-0.014181	-0.004563	-0.000429	-0.04625	-0.009715	0.365881	-0.03949	0.769948	-0.018638	-0.007873	4.050375	-0.024425	-0.003804	-0.01008	0.704175	-0.000436	-0.026241	3.648864	-0.033605	1.254215	0.94043	-0.005068	1.994204	-0.009106	-0.036513	-0.048158	-0.003611	2.638385	2.519432	-0.021294	-0.008325	-0.002988	-0.004649	-0.028659	1.653819	-0.003927	-0.007416	-0.049258	-0.016882	-0.064708	-0.037324	-0.037478	0.251374	3.633946	-0.026118	-0.008111	2.14644	0.468114	-0.002671	-0.000488	1.915397	2.307416	1.035443	-0.016395	3.274911	-0.015177	-0.022475	3.978661	0.109589	-0.000133	-0.006242	3.490051	1.596219	5.03354	1.653517	2.845068	-0.000089	0.663549	0.359661	4.703656	0.62399	-0.001778	-0.020113	2.44363	1.788822	-0.029769	-0.032303	-0.010923	-0.005473	-0.013255	1.08981	-0.004018	-0.018532	-0.008641	-0.019132	-0.003886	0.776961	1.317509	-0.008767	-0.005631	-0.046245	-0.005248	-0.056477	1.813192	4.070763	4.439356	-0.006853	-0.018816	-0.000706	4.679878	-0.056288	-0.00912	1.287133	1.903072	IL	34
6ERI_AA:2704-2708_2736-2740	0.48985	-0.010088	1.646874	0.394462	0.59163	-0.002605	-0.00711	1.939902	-0.018692	2.38871	-0.009857	0.079762	-0.011999	1.892757	0.352736	-0.005868	-0.017505	1.268733	0.477833	1.557878	-0.00368	-0.001756	0.122846	1.574174	-0.007386	-0.010561	-0.003169	-0.001864	-0.017397	-0.003994	0.486289	-0.012946	0.772537	0.955534	0.172161	1.593208	-0.014398	-0.00283	1.84918	1.678413	1.178376	0.118859	2.527698	-0.017463	0.588314	1.279144	1.060084	0.207756	0.200376	1.356401	0.775587	-0.013103	1.652345	0.104472	-0.005168	0.447163	1.310529	1.831214	2.277471	-0.015702	1.118127	2.67018	-0.00084	-0.008657	-0.007977	2.708863	0.600747	0.983408	-0.012343	-0.003352	2.990702	-0.00199	-0.008538	3.635144	0.22169	-0.003312	0.379223	2.626178	-0.020349	-0.012418	0.426316	-0.008689	-0.003945	0.27806	-0.00344	-0.005646	0.350076	-0.009793	-0.001921	0.297273	-0.013285	-0.007676	0.240534	4.299933	1.175421	-0.005951	-0.001184	0.729641	-0.004911	1.219744	0.887094	1.37928	-0.00636	-0.002335	0.759248	-0.014065	2.339288	0.689644	-0.001856	-0.009787	1.065337	-0.017902	0.824605	0.135311	-0.007432	-0.008458	3.089818	0.798664	0.687066	0.448307	-0.008216	0.556108	1.980245	0.290746	1.121338	1.007834	-0.013229	-0.007344	IL	70
6HA1_A:582-585_598-601	-0.008357	-0.018756	0.409795	0.909648	0.65039	1.16416	1.444576	-0.007922	0.867604	2.552832	-0.015594	0.361832	-0.022346	2.972446	-0.03524	1.598365	-0.012168	-0.009955	0.42663	0.875596	-0.030718	-0.012275	0.145355	-0.015709	2.107143	2.055647	-0.01417	-0.009249	1.351885	1.073308	-0.02238	1.28773	-0.010738	3.798923	3.708525	-0.004068	-0.015347	0.721279	3.007595	2.811151	2.413653	-0.007669	-0.012338	0.494422	2.222891	2.594327	3.9818	-0.015436	-0.01125	0.809854	-0.021002	0.399846	-0.013445	0.087835	1.245358	0.988741	-0.039614	-0.006841	0.70056	1.731993	0.007706	-0.007842	-0.01388	-0.009136	-0.009053	-0.017543	1.546348	-0.044835	-0.013543	-0.002229	-0.011037	-0.003501	-0.007182	-0.013999	-0.002456	-0.016326	2.700692	-0.019352	-0.032759	1.29693	-0.005307	0.310074	0.631395	0.618561	0.611092	-0.020229	-0.032303	-0.00893	0.29973	0.914027	-0.015716	-0.004696	-0.005807	1.027735	-0.022578	-0.003772	0.490242	-0.026003	-0.013869	1.04326	-0.006821	2.418212	-0.007502	-0.013769	-0.019688	-0.000312	-0.00302	-0.011645	1.964887	-0.016901	-0.009521	-0.014102	-0.007295	1.56062	1.258525	-0.007507	0.649616	-0.013124	-0.017078	-0.023476	-0.002865	-0.039319	1.576659	-0.012995	1.325704	-0.006694	0.955776	1.965578	IL	17
6GAW_BA:682-687_694-697	0.190478	-0.005553	3.7165	1.288101	0.62329	-0.001205	-0.018401	3.377826	-0.00294	0.666828	1.461238	-0.008522	-0.024294	0.979691	1.829593	-0.018404	-0.017182	-0.001453	-0.015311	2.682924	-0.009424	0.086396	-0.026259	-0.002275	-0.004156	-0.008228	-0.007869	-0.020297	0.010244	-0.018297	-0.018567	-0.010277	-0.011055	2.68777	0.873479	0.947631	0.554625	-0.022779	-0.000225	1.022688	-0.010028	3.622339	3.469126	-0.018164	-0.010664	4.448309	1.178006	0.040682	0.025793	1.603836	-0.026016	-0.014257	0.155906	1.359429	-0.006473	0.379105	-0.004335	0.734697	3.218311	0.056664	-0.011254	4.150088	-0.025841	1.623844	1.250282	0.043353	0.156688	-0.004487	1.268439	-0.019431	1.263321	1.110956	-0.008715	0.587533	1.113937	0.391336	2.77949	1.347889	0.757162	-0.001953	1.071238	0.183024	-0.018004	-0.023601	2.950556	0.669678	0.368637	-0.010505	-0.004952	-0.001806	-0.031284	1.831239	-0.006585	2.375981	-0.002951	-0.007687	-0.013985	0.669741	1.488462	1.4998	0.920294	-0.001343	-0.023266	-0.006708	1.451847	0.021733	3.223169	-0.013446	-0.000757	0.201169	-0.019535	-0.01241	-0.014378	0.413072	0.972054	-0.004941	1.817652	0.678176	0.783001	-0.008484	-0.004288	0.784165	2.564688	1.240758	1.857515	-0.01176	-0.003595	-0.006846	IL	249
4KZD_R:25-29_53-63	1.229132	0.147813	-0.005769	2.457536	4.630265	-0.024424	3.634746	2.522616	2.304647	-0.005299	5.203873	-0.042252	8.519237	-0.009601	-0.018958	2.271564	0.160402	-0.025361	3.94269	-0.066073	5.182747	-0.022867	5.358962	-0.044922	-0.010385	2.77091	-0.017169	3.903053	-0.06023	4.049908	2.120348	8.017042	0.945287	-0.058529	-0.007213	0.429292	-0.042704	1.606531	-0.021753	0.380531	-0.050844	-0.001955	-0.044549	0.806157	2.325475	-0.057398	-0.024705	10.383175	-0.002227	6.051226	10.016576	3.692038	3.848755	-0.018641	1.230079	1.377586	-0.034941	2.115623	-0.023787	5.749969	-0.012897	-0.055313	-0.010189	6.988108	-0.01242	-0.01883	-0.000464	2.871374	1.139892	6.312282	-0.052214	1.905774	4.16168	0.384692	1.844426	-0.037507	-0.03851	-0.01911	3.509701	-0.032597	0.155562	-0.043671	-0.005027	5.168676	0.166587	-0.023017	0.71311	1.934078	1.830358	-0.00557	6.34599	0.478829	5.792788	-0.042496	0.886962	3.492516	-0.011241	0.000238	-0.022255	-0.041932	9.374731	-0.017901	4.229021	-0.064646	-0.034972	5.526997	0.351259	4.817363	-0.046367	-0.03259	7.776012	0.305547	8.158959	-0.017677	-0.038859	6.606282	-0.051701	-0.002053	1.075838	-0.017589	-0.023139	-0.014409	-0.008794	-0.058301	-0.077829	4.070369	-0.052036	5.245314	IL	358
3J79_A:3433-3437_3476-3478	0.531217	-0.020498	3.150948	1.017963	0.033033	0.308977	-0.007207	0.339611	0.348056	-0.008634	0.111551	-0.001243	-0.024231	1.713561	-0.015837	0.012567	0.03575	-0.021451	-0.009854	3.709871	-0.026382	-0.013455	-0.019019	1.611149	-0.000235	-0.002791	-0.01069	0.298824	1.757782	-0.009632	-0.005054	-0.001191	-0.01073	3.13701	1.291502	-0.008286	-0.000412	-0.005233	0.839035	0.630637	0.682701	0.177488	1.35668	-0.006285	-0.007225	2.790854	0.872051	-0.021107	0.117896	0.966062	-0.030396	-0.002431	-0.024858	2.440886	0.583583	-0.001417	-0.033069	0.664458	0.287357	0.69534	-0.006252	2.582078	-0.003832	0.91711	2.49125	0.87226	1.004787	-0.026513	0.737801	-0.022666	0.90729	-0.001277	-0.009404	-0.010184	0.670564	-0.014565	1.19374	-0.007454	-0.015963	1.077981	0.595443	0.126638	-0.008675	-0.011259	1.863274	-0.008856	-0.012063	-0.015806	-0.008203	-0.00739	-0.023466	-0.009291	-0.010056	0.113044	-0.018509	-0.021957	0.131756	-0.019433	-0.006222	2.636798	-0.006596	0.925753	-0.012586	0.29692	-0.010402	-0.003803	0.800386	-0.016279	0.984935	0.529172	-0.015109	-0.015716	-0.01216	1.940656	2.060184	-0.015868	0.494861	-0.006003	-0.007072	-0.02273	0.574623	-0.033236	-0.003112	-0.008236	3.758363	-0.012021	0.170839	-0.001225	IL	7
6ERI_BA:1208-1211_1222-1225	-0.010404	-0.020248	0.636668	0.562356	0.526302	0.10929	-0.001853	-0.008631	-0.001055	2.923047	-0.008084	-0.000102	-0.021075	2.012866	-0.023867	0.189658	-0.016499	-0.006758	-0.006205	1.127615	-0.022857	-0.012449	0.093228	-0.011522	1.015053	0.394818	-0.006887	-0.018949	0.232501	0.267903	-0.015048	0.406077	-0.002797	3.181699	2.487555	0.363539	-0.014235	0.375431	1.999032	2.322197	1.413537	-0.00863	0.12468	-0.008659	1.129635	2.600313	3.375985	-0.00381	-0.00697	0.505099	-0.013001	-0.004909	-0.007063	0.670424	-0.002113	1.293463	-0.020706	-0.006962	0.600554	0.353791	0.178958	-0.002748	-0.014636	-0.010278	-0.009326	-0.010311	1.6455	-0.03119	-0.011449	-0.006903	-0.006569	-0.00461	-0.009321	-0.005249	-0.005343	-0.009461	1.998629	-0.003745	-0.020215	1.28937	-0.009852	-0.007699	0.51077	-0.000378	-0.000911	-0.012311	-0.020858	-0.011766	-0.000235	0.917481	-0.017168	-0.009764	-0.007624	1.942617	-0.011845	0.199736	-0.003607	-0.009	-0.013028	0.78358	-0.007943	2.042166	-0.014319	-0.015293	-0.012597	-0.008899	0.046059	-0.014393	2.077888	-0.009243	-0.008917	-0.013005	-0.009234	0.008437	1.000217	-0.007064	0.936246	-0.012731	-0.016188	-0.016384	-0.003372	-0.012907	1.977901	-0.009805	1.6886	-0.006665	0.684601	0.351524	IL	251
3J79_A:3005-3007_3025-3029	1.082306	-0.029716	0.87277	-0.008731	-0.002899	-0.004981	-0.019318	-0.024446	-0.002611	-0.007174	0.047064	-0.007271	-0.012797	1.557321	-0.018852	-0.00716	1.744884	-0.003105	-0.02216	2.531835	-0.015461	-0.008966	-0.010806	2.447011	-0.00685	-0.027542	-0.004545	1.309101	0.090156	-0.013716	0.827564	1.240241	1.210286	1.185053	-0.004503	0.029667	1.402308	1.22221	0.358962	1.198938	0.853331	-0.007483	-0.002747	-0.004736	-0.010861	0.823492	0.812126	-0.005588	-0.002336	-0.009741	-0.011002	-0.011485	-0.025015	2.524907	-0.000156	-0.006671	-0.02014	1.735744	-0.011139	-0.015815	1.408326	0.87098	2.112899	1.12518	0.839313	1.308062	2.348966	-0.019933	0.270565	-0.010597	1.54977	-0.00247	-0.006109	0.067793	-0.003479	0.076833	0.115712	0.166348	-0.002969	0.516587	-0.010726	0.688002	0.619179	-0.007854	0.19056	-0.009743	0.162146	-0.015053	-0.009717	-0.012518	-0.015572	-0.028836	-0.000794	1.402273	-0.014989	-0.01078	1.863134	-0.014255	-0.028757	1.324047	-0.008942	2.690801	-0.008431	2.91589	-0.021648	-0.012406	1.157201	-0.011081	1.322821	0.727252	-0.026828	-0.00278	-0.022204	0.172635	1.53117	-0.015168	0.662752	1.563012	-0.009535	-0.020825	2.01904	-0.025967	0.352105	-0.009907	3.608284	-0.006036	1.810842	-0.02071	IL	66
6D9J_7:32-36_41-45	-0.000084	-0.003578	0.865874	-0.003093	-0.000718	-0.010109	-0.019891	1.586025	-0.004138	-0.004855	2.461365	-0.005202	-0.00779	0.230045	3.612431	-0.009458	-0.016808	-0.005256	-0.019381	0.501174	-0.007269	0.19335	-0.013637	-0.032613	-0.003182	-0.014891	-0.008162	-0.028485	-0.009265	-0.008719	-0.009581	-0.00642	0.381282	1.392533	0.778086	-0.004324	-0.00757	-0.024526	-0.005651	-0.006786	-0.02498	0.579839	2.441853	-0.018489	-0.014187	1.094556	0.048797	2.119219	0.676867	0.54017	-0.012725	-0.024373	0.428914	-0.00377	-0.020768	0.079023	0.999704	-0.019922	1.208898	-0.001999	-0.021062	0.753666	-0.023099	0.546351	-0.000566	-0.005545	0.20997	0.684899	-0.000723	-0.023982	-0.010318	0.344208	-0.005818	0.993603	-0.007371	0.740089	0.141062	2.468724	4.023619	0.013459	0.325181	-0.005566	-0.009616	-0.010288	1.965547	-0.007008	-0.01496	-0.013649	0.200984	-0.00329	-0.018367	1.879199	0.668638	-0.001189	0.635444	-0.010945	-0.014236	1.034133	3.14387	-0.01258	0.839359	-0.007291	-0.016615	-0.032055	0.092713	-0.002954	1.80657	-0.013945	-0.009477	0.919847	-0.013498	0.081615	0.270628	0.076032	-0.010128	0.068041	0.474667	-0.012788	2.242962	-0.000762	-0.005244	1.122511	-0.00519	0.762889	-0.013341	-0.004207	-0.009956	0.60073	IL	164
3Q3Z_V:13-14_60-74	-0.002309	3.166264	-0.027205	0.402753	-0.008666	-0.003525	3.700581	-0.002757	-0.00433	0.237345	2.272651	-0.033479	2.007198	-0.012569	1.245687	-0.010791	-0.007414	0.163181	0.66099	-0.019877	2.869588	1.452924	-0.007213	-0.02644	-0.009604	2.192362	-0.02206	0.314989	-0.023415	4.36547	0.193727	-0.000185	0.267799	-0.006976	0.950565	-0.029652	-0.00854	-0.012236	-0.003158	-0.014717	-0.012587	-0.002993	-0.026552	-0.003169	2.92282	-0.033213	-0.012018	-0.006447	-0.026478	-0.009442	2.206737	2.073384	0.892552	-0.008046	-0.01277	-0.00666	-0.00143	-0.008004	-0.013951	0.700679	-0.019798	-0.050931	1.896248	-0.031881	-0.035416	-0.002997	0.294071	3.307194	-0.036148	-0.007264	-0.008955	0.245383	-0.004348	-0.023746	0.955511	-0.020666	-0.01141	-0.02498	2.148864	-0.024493	-0.001853	-0.004371	-0.01242	2.482259	0.153582	0.773841	1.112427	4.777795	2.035919	0.21574	1.442376	1.301124	1.971967	0.167906	1.896211	1.667288	-0.017612	0.641016	1.581551	-0.022442	-0.008417	-0.024501	1.856141	-0.034031	-0.011538	2.177166	-0.029792	2.529129	-0.004089	0.00115	2.424265	-0.007811	0.144098	0.315042	-0.010416	2.168784	-0.040559	-0.003086	2.37028	1.030974	-0.011945	-0.00268	-0.016361	1.068163	-0.054002	2.411716	-0.025624	5.557509	IL	288
5ZEB_a:759-763_779-783	1.382817	-0.01143	-0.021861	-0.012946	-0.008379	-0.02121	-0.00999	-0.029849	-0.016262	-0.0179	-0.014886	1.888719	0.794238	-0.006457	-0.033445	1.048556	1.990673	1.596786	-0.004499	-0.007312	0.29398	-0.010644	-0.002668	1.227744	-0.004376	-0.006254	0.618609	1.917133	1.36545	0.265613	2.685187	-0.006323	1.611871	-0.02239	-0.010848	-0.002125	2.507018	1.550548	-0.016971	-0.020577	-0.000125	-0.016636	-0.025177	-0.00689	-0.00542	-0.017359	-0.012383	-0.007764	1.757354	-0.019159	0.200096	-0.006977	-0.01636	0.488161	1.058708	-0.010199	-0.014604	-0.00555	-0.023808	-0.005108	1.249389	-0.008567	4.113562	0.640768	0.692836	3.125435	0.738214	-0.006096	1.235625	0.951524	1.245349	-0.006578	-0.003119	-0.024998	-0.021488	0.733317	-0.009139	0.196044	-0.00877	1.438258	-0.008202	1.107139	1.237983	0.489209	-0.009305	1.350787	1.461232	0.467904	-0.009542	-0.023957	1.245191	-0.017694	1.127294	-0.016801	-0.007736	0.919738	2.108304	-0.012939	-0.021466	-0.00504	-0.017303	-0.000584	1.549343	2.994274	-0.015973	-0.014577	-0.01403	0.939946	1.297369	0.501052	-0.014469	1.619297	-0.002846	-0.006771	0.883435	-0.014799	-0.006371	1.275919	-0.000549	0.343536	1.621708	-0.010845	-0.015528	1.058624	0.902008	0.752653	1.623286	-0.007417	IL	60
5OOL_A:2385-2400_2403-2407	-0.009673	4.989077	-0.060203	0.366756	6.351706	-0.029286	14.65109	12.105946	-0.008158	3.825449	19.238798	-0.118947	12.803197	-0.068072	13.813745	-0.073603	5.525746	-0.054659	6.77414	-0.179697	16.10953	10.137608	15.733574	-0.152386	-0.086899	10.82362	-0.110171	0.972793	-0.198975	8.102594	6.363152	22.619318	2.889105	-0.221475	-0.027502	-0.008151	0.265731	-0.002455	-0.068256	-0.068793	-0.086462	-0.052188	-0.123666	0.618987	6.569305	-0.308103	-0.006381	12.405611	-0.074582	4.3002	13.413169	9.342734	11.473543	-0.107468	1.830586	-0.011826	-0.040345	15.136436	-0.017978	2.703016	-0.079688	-0.083036	-0.060557	-0.016515	-0.076115	-0.170118	-0.02963	24.030703	-0.171942	10.993942	-0.137849	2.923351	9.937473	12.53339	4.927136	-0.162675	-0.076456	0.952471	25.906052	-0.268305	9.730917	-0.121007	-0.063591	13.758142	1.096164	-0.085958	-0.094097	11.081841	15.298441	-0.02912	3.01416	-0.017851	6.295009	-0.151329	9.820708	-0.062146	-0.088726	-0.066993	3.369735	-0.231051	21.85204	-0.080346	14.987394	-0.107362	-0.072704	11.671147	3.986028	17.011465	-0.113521	-0.102411	19.704863	3.046765	20.071234	-0.008777	-0.1999	13.659469	-0.220194	6.407014	14.672421	-0.027081	-0.141743	3.641752	1.233708	7.043805	-0.309276	8.41287	-0.179321	14.208752	IL	167
3J9M_AA:729-732_742-744	-0.001223	-0.012693	2.82846	2.010313	0.424687	1.15508	-0.003598	1.470305	0.61705	-0.001588	-0.008908	0.61081	-0.023799	1.085216	-0.013282	1.258217	-0.010404	-0.018314	0.005545	2.833611	-0.025992	-0.011397	-0.01533	-0.000481	0.958254	0.518383	-0.006919	-0.002894	2.942046	-0.008964	-0.012928	-0.011776	-0.017294	2.869008	1.596383	-0.006613	-0.010942	-0.006973	1.192523	0.175854	0.554878	0.504146	2.033881	-0.004605	-0.002893	2.740939	-0.00025	-0.024333	0.714969	1.8845	-0.025168	0.090108	-0.022503	1.430006	0.952459	0.258914	-0.026723	-0.008469	0.965255	1.8989	-0.008135	2.310001	-0.010463	1.077967	1.444113	1.219905	0.670112	-0.026165	1.663297	-0.025929	0.213383	0.044649	-0.008025	-0.010935	0.211014	-0.013535	1.302945	-0.003343	-0.025034	2.299235	1.419848	-0.000526	-0.003387	-0.009241	1.776345	-0.003586	-0.015355	-0.013903	-0.010932	-0.001727	-0.015757	0.250785	-0.013124	0.122933	-0.020177	-0.016052	-0.006754	-0.016003	0.677202	2.732926	-0.00177	0.053902	-0.019639	-0.011346	-0.007199	-0.002986	0.788157	-0.018341	0.834311	-0.000602	-0.010414	-0.010444	-0.007403	2.281856	2.602298	-0.011125	1.538057	-0.011797	-0.002625	-0.01411	-0.001756	-0.024019	-0.008516	-0.01579	2.508405	-0.007073	0.038551	0.421842	IL	261
6HA1_a:74-76_92-95	-0.000769	-0.027697	2.017451	0.976723	0.488598	0.676914	-0.003543	0.274718	0.515096	0.780768	-0.011207	0.282393	-0.023166	2.084228	-0.026182	1.347436	-0.00406	-0.009934	-0.006744	2.387721	-0.028672	-0.014415	-0.009919	0.580969	1.246729	0.304409	-0.011672	-0.002347	1.88164	-0.002202	-0.008886	0.32682	-0.006686	3.066928	1.654621	-0.002222	-0.008499	0.41264	1.424454	1.33514	0.917793	-0.001159	0.66885	-0.004706	0.585401	2.655069	1.341622	-0.014177	0.373746	1.50384	-0.01932	-0.003606	-0.023711	1.513481	1.27127	0.43187	-0.02759	0.067615	0.564874	1.283138	0.426339	1.28298	-0.000454	1.015568	0.374006	0.361889	1.22531	-0.033613	0.801375	-0.016252	0.038938	0.071491	-0.007563	-0.006678	-0.003604	-0.010017	1.528544	-0.004747	-0.024326	2.181973	0.070475	-0.00045	0.423629	-0.005195	1.359203	-0.009206	-0.016031	-0.012419	-0.007006	-0.000385	-0.013225	-0.006121	-0.00336	0.935171	-0.023026	-0.00726	0.6597	-0.018325	-0.010011	2.106287	-0.003417	1.489865	-0.013358	0.037951	-0.017014	-0.002057	0.948184	-0.014042	1.627471	-0.003731	-0.016033	-0.014445	-0.011217	1.434383	2.094133	-0.012117	1.53867	-0.004762	-0.007616	-0.023062	0.128576	-0.02701	0.587235	-0.010704	2.590365	-0.004292	0.870301	0.52452	IL	252
1F1T_A:6-7_29-33	-0.007631	-0.02324	1.827356	2.743496	1.534529	1.170951	-0.006254	1.223534	0.820751	0.086803	-0.009132	0.316572	-0.026909	1.062853	-0.020332	1.208909	-0.005825	-0.015086	-0.006977	2.429839	-0.030151	-0.015773	-0.016784	-0.008647	1.382198	0.822312	-0.010678	-0.007982	3.137374	-0.002393	-0.011973	-0.003411	-0.010931	2.959611	2.07635	-0.00176	-0.010047	-0.004823	1.055435	0.142692	0.044948	1.1582	1.057591	-0.008591	-0.002023	2.262255	0.656917	-0.015668	1.162015	2.169982	-0.021206	-0.00566	-0.023321	0.983574	1.404141	0.905981	-0.039409	-0.009341	0.347842	2.74662	-0.005625	1.021675	-0.006166	1.629408	-0.001272	0.7806	1.039512	-0.038714	1.53689	-0.025634	-0.005499	-0.00588	-0.010121	-0.01882	-0.011851	-0.010643	1.926941	-0.009198	-0.020874	3.374152	0.93909	-0.000991	0.694614	-0.007512	1.312448	-0.005907	-0.017369	-0.007299	-0.007507	0.21954	-0.016761	0.033409	-0.014702	-0.002674	-0.028637	-0.011606	-0.007384	-0.020462	0.564674	1.587047	-0.002351	0.170098	-0.021502	-0.005754	-0.01973	-0.004703	1.382403	-0.022737	2.175771	0.222247	-0.019772	-0.012547	-0.013212	1.787462	3.6375	-0.009286	1.434258	-0.010084	0.106535	-0.018996	-0.002748	-0.023697	-0.005421	-0.014589	2.308033	-0.004726	0.339814	1.51406	IL	120
5V7Q_A:81-85_98-105	-0.004883	-0.002081	1.301028	0.954591	0.96268	-0.011294	1.80332	-0.000516	1.490246	-0.027114	3.511934	-0.029918	4.524929	-0.009364	-0.012835	2.604844	-0.007871	-0.011825	1.8467	-0.019217	1.605941	-0.014801	3.249928	-0.04868	1.019637	2.631319	-0.020371	3.02381	-0.016681	3.194189	2.680668	2.940234	0.703955	-0.036709	-0.030659	-0.004927	-0.030879	-0.00053	-0.016763	-0.025263	-0.025913	-0.025848	-0.001662	1.231857	2.257373	-0.038217	-0.03791	4.07548	0.880004	5.042686	5.891202	2.721865	2.041192	-0.004271	-0.010508	1.934097	-0.008424	-0.010215	-0.013455	2.522288	-0.025263	-0.040497	1.438555	4.554654	-0.010772	0.174007	1.01377	1.652542	1.022679	1.301019	-0.056993	1.611164	2.477212	-0.007052	2.471153	-0.035091	-0.035128	0.817523	0.923343	-0.015127	0.813508	-0.021972	-0.018633	2.683428	0.527944	-0.009137	-0.007653	1.057162	0.538924	-0.025816	3.775898	1.542758	5.309328	-0.062211	1.658733	3.530433	-0.0111	-0.003914	-0.00513	-0.01849	5.87303	-0.010447	3.783652	-0.045631	-0.024831	2.693406	-0.010365	3.417948	-0.009249	-0.005844	4.310062	0.363424	4.082059	-0.01287	-0.0112	4.526282	-0.03639	-0.013746	0.301951	-0.008221	-0.006557	-0.003336	-0.035104	-0.033738	-0.040127	3.64296	-0.027035	3.433096	IL	186
